squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,id
73365,80,2,27930,5,5,2021.0,0.0,0,788,28182
55281,18,26,44155,4,5,2004.0,,1,9330,8052
42265,34,89,80134,9,3,2009.0,0.0,1,1625,21576
39595,81,96,19398,5,6,1993.0,,0,9804,6447
83790,59,75,43163,10,10,2020.0,,0,1272,27855
62977,47,15,97092,10,10,2009.0,,0,8787,10398
49810,60,39,54867,2,1,2020.0,0.0,1,9431,28854
44782,83,77,84704,7,9,2003.0,0.0,0,8539,20541
79066,91,18,10621,7,10,2019.0,0.0,1,14,22263
45091,71,78,55216,10,3,2010.0,0.0,1,285,29514
16063,60,97,60433,8,8,2016.0,1.0,0,7658,7455
28920,1,72,88751,6,6,2007.0,1.0,0,6155,24336
29431,53,43,36821,9,4,1993.0,1.0,0,5705,15531
80671,65,6,37066,7,10,2021.0,,1,2660,7830
98648,30,62,99801,9,4,2007.0,1.0,1,7991,18348
23336,38,23,6989,4,6,2018.0,1.0,1,115,16179
65779,99,80,52650,9,9,2006.0,,1,8673,19500
26508,7,82,79069,1,1,1991.0,1.0,1,9973,14592
82117,58,33,70276,7,8,1994.0,1.0,1,5285,1602
27949,59,77,87458,8,3,2011.0,0.0,0,9984,8319
58847,40,51,83007,4,10,2015.0,1.0,1,7150,26778
84311,4,58,74057,6,4,2011.0,,1,9905,5154
9749,85,65,54807,6,5,2018.0,0.0,0,9426,20487
1932,51,36,52283,1,1,2000.0,,0,4334,21639
83358,55,68,72913,10,2,2015.0,1.0,0,723,9498
72006,4,83,65315,5,7,2000.0,0.0,1,6242,15534
80394,55,59,31003,9,2,1992.0,1.0,1,7370,20247
39132,30,68,90395,8,9,2020.0,,0,9962,25629
89169,88,90,14403,10,6,2011.0,1.0,0,1532,831
86467,68,22,9328,3,6,2014.0,0.0,0,1035,9786
54648,70,98,17849,7,10,1993.0,0.0,1,8803,4314
5856,98,95,39298,8,9,2012.0,0.0,1,8073,23721
28722,7,54,23861,9,5,1991.0,,1,6224,20979
54563,76,56,16918,5,4,1994.0,0.0,1,5281,28419
17847,97,71,51955,8,7,2006.0,0.0,1,9901,13662
69806,14,66,18070,3,7,2020.0,0.0,0,4158,25851
70178,27,41,17376,8,2,2020.0,0.0,0,3800,5793
68311,63,67,33484,3,1,1992.0,0.0,1,6167,1446
4258,51,30,90758,8,5,2003.0,0.0,1,7067,15972
67140,4,51,51831,10,9,2010.0,1.0,0,1985,11487
14608,33,88,73583,10,10,2021.0,0.0,1,5507,1542
61185,39,48,81696,9,1,1998.0,,1,2353,24324
1888,68,79,40408,2,2,2018.0,,1,3550,17223
92130,28,88,61968,5,10,1994.0,1.0,1,592,4332
24516,100,67,80608,6,1,2005.0,0.0,0,6478,24081
55727,89,33,23092,7,4,1995.0,0.0,0,7276,5646
55558,95,100,99606,1,1,2021.0,1.0,1,5416,21948
98924,52,93,11880,1,4,1991.0,1.0,0,3572,21039
61279,54,1,97919,4,9,2003.0,,1,1830,29532
19463,41,98,63615,6,4,2006.0,,1,5385,6768
4449,49,40,17214,10,4,2006.0,1.0,1,4483,25722
84634,7,89,83827,1,3,2012.0,1.0,0,5190,11589
75868,84,57,39271,2,6,1997.0,0.0,1,8926,10437
81639,62,15,62214,3,4,2009.0,,1,2068,9711
49116,98,41,70412,6,9,2013.0,1.0,0,5646,13155
29711,75,59,33784,3,4,2019.0,0.0,0,4225,17052
77339,85,33,73371,1,6,1996.0,0.0,1,1266,8604
93471,43,30,34433,8,6,2016.0,,0,8718,180
42078,22,91,93568,7,8,1998.0,0.0,1,9661,5187
83730,38,7,51141,9,4,1995.0,,0,4229,22134
93650,7,83,35653,4,3,2005.0,0.0,0,9158,13167
45125,77,51,97963,4,2,2019.0,1.0,1,8160,14610
36987,79,30,70948,7,8,2003.0,1.0,1,6044,27645
64425,30,17,75269,8,6,2015.0,0.0,0,3992,19314
13601,76,64,8319,6,10,2007.0,1.0,0,9049,14313
71595,100,4,7270,8,9,2017.0,1.0,1,2507,24150
19440,38,51,59267,3,10,2020.0,,0,1798,8586
43251,88,43,60814,3,10,2001.0,,0,2001,19548
90447,76,53,6421,9,8,1999.0,1.0,0,880,27735
70636,85,95,36186,5,8,2011.0,,0,3682,11232
51999,10,85,86210,1,9,2017.0,1.0,1,1815,7794
29498,18,80,85019,9,7,2008.0,0.0,0,7004,10665
59392,21,89,4962,10,10,1994.0,,1,2673,10740
26656,89,81,6743,10,10,2011.0,0.0,0,4095,27012
84221,47,47,16858,9,8,2004.0,,1,282,18417
83175,86,91,37415,2,5,2015.0,,0,5857,72
72843,47,96,5857,1,9,1999.0,1.0,0,3354,11307
827,24,21,9011,3,6,2000.0,,0,245,11685
36690,68,27,18808,9,4,2014.0,1.0,0,8571,12042
66847,50,33,63757,10,7,2011.0,1.0,1,7430,4335
22381,66,86,10972,1,2,1990.0,0.0,1,7584,23730
93244,20,63,58065,9,5,2001.0,1.0,1,2101,27834
70728,92,87,67799,2,9,2020.0,,1,8610,2394
8300,93,72,25524,6,1,2005.0,1.0,0,2740,855
16859,93,70,74704,10,6,2016.0,0.0,0,4911,20493
71373,84,12,89969,5,3,2021.0,1.0,1,8384,14724
52871,6,14,84000,1,8,2008.0,0.0,1,8163,3225
4263,57,39,49609,9,9,1990.0,0.0,0,137,13200
83742,74,25,87689,3,5,2000.0,0.0,0,773,7332
17505,36,37,16727,8,4,1993.0,0.0,0,8333,4920
14050,3,66,73565,7,1,2008.0,1.0,1,4215,29421
77370,86,23,41951,9,4,2011.0,1.0,0,6416,5205
6791,25,33,15992,3,7,1998.0,,0,8687,27429
77027,44,25,22176,4,10,1996.0,1.0,1,6206,29574
98843,64,73,64231,9,6,2006.0,0.0,1,2936,2550
94172,50,35,13446,2,5,1997.0,0.0,1,6666,14595
66518,20,96,40605,2,10,2005.0,0.0,1,3116,5661
27442,39,28,25795,7,8,1998.0,,1,2272,1230
49592,24,34,82205,3,9,2016.0,,0,3635,29256
89887,57,91,87207,7,10,2021.0,,1,7003,10014
12865,65,69,7671,6,10,2020.0,,0,5996,17136
33781,31,100,28936,6,3,1993.0,1.0,0,4467,2931
40933,29,84,99838,1,10,2000.0,0.0,0,4791,9495
81301,14,46,97862,2,4,2017.0,0.0,0,5076,5202
67761,81,5,71456,1,10,1997.0,0.0,0,9383,20511
20744,43,97,83820,4,1,1994.0,1.0,0,4212,4344
65934,69,69,35528,3,3,2014.0,0.0,1,3580,28221
50877,87,89,10814,1,10,2002.0,,1,9927,26916
33055,10,12,63073,7,3,1990.0,1.0,0,1856,2493
75572,92,100,4321,3,10,1993.0,0.0,1,8113,27291
13914,4,70,9412,5,1,2020.0,1.0,1,1434,16356
80604,85,51,29337,10,8,2021.0,0.0,1,7479,8676
29613,52,26,90964,2,10,2002.0,0.0,0,2501,14544
81112,91,20,23925,5,2,1995.0,1.0,1,5331,15444
45860,83,26,68472,8,4,2019.0,,1,1307,12759
261,48,28,83598,9,3,2016.0,1.0,0,5927,25473
68825,4,13,46478,2,9,1995.0,1.0,1,7692,21426
26916,82,58,15630,1,3,1993.0,0.0,0,7167,4515
46421,43,23,27105,2,7,2021.0,1.0,1,1517,22902
59816,55,8,39743,10,8,2019.0,,0,5919,2586
11149,43,58,7818,1,1,1999.0,,0,185,19683
71042,13,62,23316,4,4,2006.0,,0,5182,15960
11875,33,38,75759,4,6,2018.0,0.0,0,923,20187
63664,14,81,16902,4,7,2003.0,1.0,0,2863,4680
57431,18,91,73010,10,3,2015.0,1.0,1,7969,27621
52078,17,1,53361,4,6,1993.0,1.0,1,619,7167
70757,54,1,2053,4,2,2001.0,0.0,1,9549,4311
30556,23,81,84084,10,1,2002.0,,1,2199,21588
16809,13,36,66887,8,10,2018.0,,0,9979,7059
5456,62,97,18199,6,2,2012.0,1.0,1,4099,24
12130,10,60,10900,2,3,2012.0,,0,4492,13629
12551,24,53,78052,3,4,1992.0,0.0,1,7949,4902
61557,89,51,2036,9,2,2011.0,,0,5354,10962
12939,55,48,27621,4,3,2006.0,,0,2785,8343
85576,83,21,77949,3,2,1998.0,1.0,0,5884,20703
8064,33,27,1452,3,1,1992.0,0.0,0,2929,7749
50599,93,89,21075,1,8,2016.0,,1,3334,27384
53496,71,22,62086,4,8,1991.0,0.0,0,8619,17202
86405,77,75,37696,3,3,2015.0,,0,5268,21060
18231,10,74,83758,2,3,1993.0,1.0,0,3157,8850
76918,24,27,69849,3,5,2021.0,,1,4821,26508
40214,67,17,51436,9,1,2005.0,1.0,1,6917,15906
94801,98,79,38030,1,1,2011.0,0.0,1,8296,1206
20040,16,94,27517,6,3,2019.0,0.0,1,989,27276
49942,7,98,24546,1,2,2008.0,0.0,0,6138,25083
52974,73,24,11740,5,2,2004.0,0.0,0,5420,8163
62710,17,54,59437,4,9,2001.0,0.0,0,3620,144
66389,6,46,22064,7,8,2003.0,1.0,0,3359,14166
40619,50,27,84676,4,1,1993.0,1.0,1,4313,28536
59738,38,35,95952,1,8,2002.0,1.0,1,7656,20628
60842,28,4,70186,1,9,2018.0,0.0,1,5651,8274
95875,70,14,25701,4,8,1998.0,1.0,0,879,15948
44803,64,18,2557,10,9,1990.0,1.0,1,9121,7221
40633,34,1,79484,9,6,2002.0,1.0,0,7966,26487
43359,53,9,53849,8,3,1991.0,0.0,1,9881,3531
98131,58,97,22812,7,2,2012.0,,0,8286,15069
7101,73,6,62086,10,10,2012.0,,1,9168,21147
54469,53,88,42993,2,5,1999.0,0.0,1,9629,6594
67580,11,69,10759,4,10,2005.0,1.0,1,3729,8820
69893,70,65,20478,10,3,2017.0,1.0,1,4797,7020
31704,62,40,51559,9,1,2004.0,1.0,0,4848,24888
40557,64,19,70461,2,9,2008.0,1.0,0,6479,17463
75293,31,89,91810,4,3,2021.0,1.0,1,2893,29520
87596,67,94,51487,7,2,2006.0,0.0,1,4344,12075
77252,86,61,10655,5,5,1991.0,0.0,1,5703,1377
45963,28,55,47735,10,8,2019.0,1.0,0,1367,12219
36048,57,100,80407,9,2,2006.0,0.0,0,3145,17430
16058,46,58,49046,10,2,2009.0,,0,5886,4674
50678,76,32,93121,3,1,1992.0,,1,6423,13596
34835,98,64,40630,9,8,1997.0,,1,4989,28806
80249,52,43,65461,5,3,2008.0,1.0,1,1972,4809
93670,99,4,22067,4,10,2000.0,,1,9084,20169
73734,37,13,59519,2,9,2011.0,1.0,1,589,228
5058,64,63,55888,5,7,2010.0,,0,1113,3051
24957,3,83,16355,8,7,1995.0,0.0,0,2558,10209
7764,45,11,38153,9,1,1998.0,,1,4666,10512
93664,34,39,73912,7,3,2010.0,0.0,0,8170,26550
53104,91,4,42256,9,2,2016.0,,1,4450,28839
57990,26,11,8626,4,7,2012.0,0.0,0,2835,6762
84308,40,52,54699,6,5,2005.0,,0,5519,29394
48559,58,97,28966,2,6,2008.0,0.0,0,8229,22533
59971,45,54,69967,9,5,1998.0,,0,6152,6471
29004,29,53,78322,6,3,2021.0,0.0,1,3301,10281
45524,90,56,56071,4,5,2013.0,0.0,0,4940,18195
18844,88,100,48241,6,7,2006.0,,1,4219,26739
61141,97,83,8703,7,4,1997.0,0.0,0,1208,1923
21261,50,4,49121,2,9,1998.0,,1,3451,21096
95602,86,64,1265,3,4,2008.0,0.0,0,4503,15060
8708,96,79,72852,9,4,2007.0,,1,8277,17802
91342,52,49,93512,7,8,1999.0,1.0,0,9644,23610
7789,28,92,35371,6,7,1998.0,0.0,0,8583,5310
56726,12,81,63839,3,8,2018.0,,1,8957,207
40784,49,98,98513,2,3,2018.0,,1,6682,22635
9448,58,49,93978,1,4,2020.0,1.0,1,3506,25419
6570,80,52,55389,7,5,2010.0,1.0,1,7057,21828
23213,89,42,83553,2,8,2018.0,1.0,1,43,15387
26444,43,4,5572,7,10,2017.0,,0,1460,11301
23320,96,88,58102,10,6,2013.0,0.0,0,9034,26436
92782,26,77,58537,1,10,1990.0,,1,5183,24618
86163,4,59,77659,2,9,2020.0,0.0,0,342,5727
10128,44,30,84658,10,3,1994.0,1.0,0,3329,24906
9861,87,26,47978,4,6,2020.0,0.0,1,3974,24069
70435,46,58,45889,3,10,2013.0,0.0,0,5236,13740
67843,60,45,75296,3,4,2018.0,0.0,1,2665,27303
2871,83,44,52126,10,4,2018.0,0.0,0,3500,22164
9008,42,65,52822,8,6,2019.0,1.0,1,8933,12825
40037,5,96,42626,9,6,1995.0,,1,7930,28884
11260,75,67,69016,3,9,2008.0,1.0,0,9068,2217
41212,31,98,83668,3,5,2013.0,1.0,0,9750,25227
91743,28,40,25035,7,5,2000.0,,0,195,29322
45738,30,69,42532,9,10,2021.0,0.0,0,5941,24522
636,47,59,29589,5,3,2001.0,,1,4476,9429
37171,56,61,75390,6,2,2004.0,1.0,0,3036,14253
11646,40,66,52451,1,10,1997.0,1.0,0,2915,8040
5620,94,56,99851,7,4,1996.0,0.0,0,7397,12843
19373,99,75,82403,4,4,1997.0,,0,3854,9744
32794,97,7,60293,4,3,1996.0,,0,506,19791
28373,73,83,4970,5,2,1993.0,0.0,0,9556,4719
89823,82,26,65210,4,7,2002.0,0.0,0,5024,26208
64533,32,5,17524,9,7,2010.0,,0,7748,27984
17515,12,64,81495,4,8,1992.0,0.0,0,1868,26052
24040,90,93,79188,1,8,2015.0,0.0,0,6085,19326
48289,68,19,51010,3,7,2015.0,1.0,0,8842,23562
17513,98,36,58565,3,6,2020.0,1.0,1,9743,16191
20401,88,3,18235,6,8,1994.0,,1,8548,10782
6009,55,56,24848,6,7,2019.0,1.0,1,3216,2265
85104,7,37,23443,9,6,2014.0,1.0,1,4537,10788
65886,71,15,97439,10,8,2012.0,0.0,1,187,26355
79096,79,15,30646,1,7,2005.0,1.0,0,202,27321
95098,30,4,17095,4,9,2002.0,0.0,0,9545,15252
54336,38,13,48360,4,9,2005.0,1.0,1,1340,15309
85300,98,64,93491,5,9,2002.0,1.0,0,8803,11043
40906,58,29,15447,8,9,2008.0,,0,9059,2094
82585,80,82,65846,10,1,2004.0,0.0,0,3254,18666
73021,10,76,78549,1,2,2002.0,0.0,0,5032,18051
57044,25,93,2309,6,6,1992.0,1.0,0,2439,4041
78882,100,63,73080,10,8,2014.0,0.0,1,6371,25353
56013,46,64,50170,8,6,2000.0,,1,6404,16761
60863,52,44,33691,1,5,2005.0,1.0,1,3822,3465
83520,39,37,89961,10,10,1992.0,0.0,1,9349,28587
71848,86,61,44526,10,2,2017.0,1.0,0,5743,29358
69067,37,62,28313,1,7,2020.0,,0,8829,10023
79653,4,19,78020,4,1,2013.0,1.0,1,9783,29886
16977,46,54,36800,3,6,2019.0,,1,8832,22341
13594,8,73,26020,8,1,2019.0,0.0,0,8145,25425
4711,98,80,93410,7,5,2007.0,1.0,1,7325,15495
89124,33,62,29301,3,3,1993.0,1.0,0,5314,7773
62599,8,37,9244,9,10,2012.0,,1,428,393
74572,74,48,16796,6,9,2013.0,1.0,1,1473,16521
56197,81,39,73580,7,2,2006.0,,1,3004,20178
66687,95,21,17551,4,10,2000.0,,1,3649,11673
47519,8,95,3013,8,10,2006.0,,0,87,22146
21581,26,77,32881,2,6,2007.0,0.0,0,9960,3417
16956,25,69,20483,10,6,2018.0,0.0,0,956,15480
56148,84,16,72996,5,4,2017.0,0.0,0,6716,28542
85429,20,28,59987,7,8,2014.0,,1,2582,29439
84058,64,99,14929,3,7,2004.0,1.0,0,8861,20922
18604,63,23,15859,1,10,2003.0,,0,96,3696
90179,27,66,53762,1,7,2009.0,1.0,1,6791,21273
60135,62,86,83668,9,1,2001.0,1.0,0,7680,1425
45506,87,60,76009,4,1,2016.0,0.0,1,5264,16458
95730,43,85,59791,10,8,2011.0,0.0,0,5571,4560
51121,83,89,67182,9,8,2017.0,,0,1889,1107
63915,68,49,73129,10,4,2009.0,1.0,0,260,2859
9629,14,16,75989,4,3,2004.0,0.0,1,4944,5955
68837,64,50,24666,3,6,2003.0,1.0,0,171,4722
39239,29,97,59671,8,2,2002.0,1.0,0,1749,23028
58917,83,29,10245,3,1,1996.0,0.0,0,9028,11145
46921,77,44,97176,7,6,2011.0,1.0,1,6850,11961
65555,94,88,49355,8,5,2021.0,0.0,1,7947,7182
2355,94,95,74657,8,9,2010.0,1.0,1,9559,7098
21851,93,57,85169,6,3,2014.0,,0,1607,26160
19677,43,79,13663,9,8,2000.0,,1,1119,29541
39661,59,83,97719,1,9,2000.0,0.0,1,6114,3786
20967,33,97,72112,5,9,1995.0,0.0,1,2125,9621
9057,34,50,11291,4,8,2007.0,1.0,0,1790,28248
46301,51,48,51536,7,2,2018.0,1.0,1,8001,1929
92238,44,63,66384,8,1,1998.0,,0,3227,14559
41880,55,87,28219,9,5,2014.0,0.0,0,9227,29649
44459,50,62,1648,2,5,1994.0,,0,3300,18720
10821,73,17,8265,5,2,1998.0,0.0,0,2933,13995
24560,68,3,40529,5,8,2019.0,0.0,0,861,26358
864,17,15,51196,5,2,1999.0,0.0,1,2420,11565
23212,2,90,98531,8,2,2015.0,1.0,0,5228,28278
31459,86,27,61694,10,9,1995.0,0.0,0,1588,15747
80206,28,42,13253,10,4,2014.0,0.0,1,4620,6348
48926,54,57,76290,1,3,1990.0,,1,5018,13470
9109,76,83,63352,4,9,1997.0,,1,823,10296
48403,62,3,52029,4,9,1996.0,1.0,0,5786,17799
12011,74,28,40165,9,10,2018.0,,1,8374,16956
6470,57,48,67161,4,8,2012.0,1.0,0,2423,14364
55872,56,4,28242,9,10,2018.0,,1,8581,16161
37213,79,95,89561,7,9,1996.0,1.0,0,4803,10263
55851,3,11,45177,1,3,1994.0,,0,1044,19353
48395,65,38,38471,8,6,2011.0,0.0,0,9736,12609
27946,86,15,92094,3,3,2009.0,1.0,0,1481,21843
12066,49,41,76434,6,7,2012.0,,1,3581,13065
59109,45,21,97310,6,5,1993.0,0.0,0,2002,21387
57801,64,41,43210,3,6,2019.0,0.0,1,4958,14037
1448,85,99,9174,9,7,2020.0,,0,671,17397
40571,8,18,6526,6,9,2014.0,1.0,0,4006,27219
85030,1,48,19069,6,5,2009.0,0.0,0,7631,4665
26690,37,15,57994,1,6,2016.0,0.0,1,5625,12009
97110,95,21,19698,6,8,2018.0,,1,6780,27354
77591,36,79,48726,8,7,2002.0,,0,7732,9594
10109,6,81,22719,5,7,1990.0,1.0,1,8202,4383
3712,89,62,96538,8,4,1990.0,1.0,0,443,5415
61485,74,17,73421,3,9,2008.0,1.0,0,7471,9645
39818,4,94,98076,6,5,2009.0,,0,6521,6297
24064,79,59,20729,7,1,2005.0,,1,10,14865
76818,13,81,43542,1,9,2016.0,,1,9229,16665
96767,62,66,30455,9,4,1997.0,,0,8252,3402
7184,30,11,96158,1,1,2008.0,,0,3658,330
63062,60,37,73988,10,8,2003.0,,1,3391,25881
33793,63,42,55220,2,4,2000.0,1.0,0,9494,1191
26089,2,60,75957,6,3,1999.0,,1,6541,810
9223,50,74,56384,5,10,2006.0,1.0,1,7438,12663
64717,8,64,66333,4,6,2008.0,0.0,1,103,18672
1513,95,43,99468,2,9,2002.0,1.0,1,2504,20553
89008,84,72,4547,4,9,2015.0,0.0,1,1106,27060
4803,42,79,95739,3,6,2006.0,,1,6414,23112
64128,36,48,91696,6,10,2009.0,1.0,1,3220,11190
47956,61,69,39644,9,10,2016.0,1.0,0,3515,3414
96915,20,23,12882,10,10,2020.0,,0,3272,19035
98025,98,90,26276,6,1,2005.0,,1,4543,28296
95148,52,100,66463,5,10,2008.0,1.0,1,8257,7149
93283,87,25,38486,10,7,1996.0,1.0,0,4915,19539
80837,82,70,11128,9,4,1993.0,1.0,0,6217,7389
64869,79,22,62659,5,8,1996.0,,1,70,27252
44750,96,94,78156,10,5,2018.0,,1,8957,14235
55840,89,11,56766,4,6,1995.0,0.0,0,9314,19377
40934,51,41,30430,6,9,2018.0,,1,1270,2349
32951,20,53,75542,5,1,1992.0,0.0,1,1204,17958
99552,28,49,50409,10,1,1993.0,,0,1361,2601
62093,12,94,65064,9,2,2004.0,1.0,0,9421,21432
72445,92,26,98594,9,1,2013.0,1.0,1,5714,5880
83352,88,91,4816,3,6,2010.0,1.0,0,1045,10035
65494,74,91,7397,2,4,2004.0,,1,8641,29781
11084,97,79,50171,4,7,1998.0,,0,6932,2355
81974,86,78,88702,10,2,2013.0,,1,2472,21009
81262,32,41,1213,4,10,1991.0,1.0,0,7324,10791
78453,28,83,48638,9,5,1997.0,1.0,0,6247,27531
5598,10,38,94927,3,6,1994.0,0.0,1,5818,24945
58852,48,79,75918,2,6,1992.0,0.0,1,7200,28338
32389,73,86,13176,10,2,2007.0,0.0,0,6047,12054
57798,52,31,51301,7,1,2017.0,0.0,0,3441,18117
45947,16,15,87857,5,7,1999.0,,0,91,4545
74390,42,14,86650,5,1,2013.0,,1,4284,12183
56711,54,1,46415,8,10,1994.0,1.0,1,9545,10416
10048,75,34,19158,5,3,1991.0,,0,3960,21525
68783,15,80,19508,4,10,1994.0,0.0,0,6498,17169
27586,100,64,65098,4,5,2011.0,,0,7988,27393
74190,42,67,25155,4,3,2017.0,0.0,1,3328,18549
77724,78,79,83477,3,2,1995.0,0.0,0,8324,2223
78851,24,53,6869,9,9,1998.0,,0,5929,5460
88521,38,97,90217,8,1,2018.0,,1,2986,2535
72527,14,12,84533,9,6,1995.0,1.0,0,8820,9690
10987,48,93,63363,3,8,1997.0,1.0,1,2372,15276
81531,57,2,53236,7,1,1990.0,0.0,0,6192,8280
67870,60,24,18153,4,3,2007.0,1.0,0,4460,1644
68738,8,74,40326,8,4,2010.0,0.0,0,8272,26124
48452,5,53,71646,7,1,1997.0,,1,8321,990
51040,60,38,41889,8,4,2016.0,,0,2295,29880
71549,58,85,70332,3,9,1996.0,0.0,0,1431,24246
60828,73,84,28914,6,5,2018.0,1.0,0,3052,978
59348,61,19,30404,7,7,2012.0,0.0,0,2240,28482
26861,69,19,4795,2,9,2013.0,0.0,1,7106,20022
43278,23,99,50432,5,9,2021.0,1.0,1,2231,7920
41494,32,34,94675,8,4,2017.0,1.0,1,568,1089
27881,8,92,11901,10,8,1995.0,1.0,1,8449,5952
8114,86,44,63646,8,8,2017.0,,1,7951,3252
92373,79,74,65143,2,8,2016.0,0.0,0,2690,29745
95337,63,65,79838,7,7,2007.0,,0,602,28218
5246,49,51,22707,3,8,1998.0,1.0,1,2117,14913
52337,42,70,26023,6,2,1999.0,0.0,1,1473,12465
14894,65,40,36631,4,6,2018.0,,1,6,13212
87840,77,69,21101,10,9,2003.0,1.0,1,7475,5745
47765,15,66,14101,4,5,2007.0,1.0,1,5106,17211
99510,58,5,25524,7,2,2002.0,,0,8701,25188
21364,73,42,64233,9,1,1996.0,,1,370,23829
58774,62,84,83549,6,3,1991.0,1.0,0,6622,16371
80922,7,98,2387,1,8,2002.0,0.0,0,9705,25185
62302,41,91,47651,8,2,2010.0,1.0,0,2825,4212
98032,81,41,82943,9,5,1999.0,,0,2870,7302
42363,31,14,89548,10,2,2020.0,0.0,1,3781,24570
21536,48,67,63470,7,10,2016.0,0.0,0,3622,14523
86732,35,99,78316,2,1,1996.0,1.0,1,2333,4386
49305,80,87,17394,6,1,2006.0,,0,8898,6849
48820,57,31,20037,10,4,2007.0,1.0,1,7139,29202
23407,51,53,67593,2,9,1997.0,1.0,1,8824,19497
14611,94,48,33314,9,3,2014.0,,0,3271,20829
17368,92,37,35975,9,8,1991.0,0.0,0,4261,28059
77927,11,39,82622,1,8,2011.0,1.0,0,7644,29721
71436,8,26,84882,7,8,1994.0,0.0,1,328,24225
82643,84,77,21741,10,2,2003.0,1.0,0,663,19998
65273,91,29,78580,10,9,2019.0,,0,4089,5184
58871,78,60,6876,2,3,2000.0,0.0,1,8474,19506
93506,86,73,7298,10,5,2004.0,0.0,0,661,3987
81600,46,16,36380,6,2,2008.0,1.0,0,1841,21618
12716,25,78,77197,6,4,2002.0,1.0,0,1945,28746
46422,24,4,11433,9,9,2016.0,,0,2768,6381
18106,34,9,49702,6,9,1995.0,,0,8002,27144
22390,85,31,64465,4,3,2011.0,1.0,0,8025,13335
64982,47,46,34968,2,6,2002.0,0.0,1,7055,11526
6824,44,21,14837,9,7,2020.0,,0,4254,10155
69942,67,62,19382,5,6,2008.0,,1,7253,28398
28247,72,97,19387,6,8,2006.0,0.0,0,518,16101
83564,20,60,82650,10,5,2010.0,1.0,1,5420,17976
86720,7,22,64090,5,2,2019.0,1.0,1,4000,2565
53978,3,63,59998,2,4,2021.0,0.0,0,5082,8325
78993,50,72,7305,7,8,2007.0,1.0,1,7677,10557
19537,61,83,89083,5,2,2020.0,0.0,0,1962,19347
81330,81,12,79119,2,1,2006.0,,1,208,10884
55115,87,82,69769,1,6,2019.0,,0,5024,22179
83615,21,76,85872,5,6,2011.0,0.0,1,3893,25725
24176,76,68,21829,8,3,2020.0,1.0,1,2313,10428
87186,13,98,78043,10,2,2006.0,1.0,0,5269,7233
76718,1,32,88773,5,7,1993.0,0.0,1,8514,29556
34686,70,45,36301,5,5,2018.0,0.0,1,4689,11988
1372,85,61,22030,8,9,1994.0,0.0,0,8590,27777
85391,4,3,31387,6,2,2007.0,1.0,0,2793,20763
88190,11,7,34854,6,1,2000.0,0.0,0,2566,16401
29465,89,31,91289,6,9,1990.0,1.0,0,8262,9108
36475,64,53,65241,3,7,2010.0,0.0,1,8979,25392
14807,30,59,87205,6,7,2016.0,0.0,0,7326,24705
13176,82,54,71238,2,4,2016.0,,0,5874,19173
33747,44,65,87274,3,4,2011.0,0.0,1,5425,2013
72586,63,39,43842,5,9,2017.0,,0,2929,6546
6040,45,23,6418,2,9,1995.0,,0,9301,15942
17791,36,63,59192,3,7,2006.0,0.0,0,4717,14766
37542,93,15,71424,3,9,2014.0,0.0,1,1786,3219
4991,77,44,92827,6,7,2010.0,,0,9117,26475
35375,18,39,93034,1,9,1991.0,,1,2534,17058
68760,86,90,97738,8,5,2009.0,,0,3855,21159
43667,43,81,64504,9,4,1993.0,0.0,0,1829,8880
28472,63,100,12423,5,2,1998.0,,0,9382,4119
45916,93,60,29819,3,5,2009.0,0.0,1,4561,21219
39110,18,34,89122,6,2,2018.0,0.0,0,7078,25719
54484,26,21,36507,1,8,1996.0,1.0,1,8337,25647
88828,41,77,36625,10,10,2014.0,,1,5454,24546
37875,69,53,32569,8,3,2016.0,0.0,1,7366,20802
33709,31,7,30647,3,5,1997.0,,0,3797,21915
4574,33,77,52800,8,4,2012.0,1.0,0,1264,5271
38713,80,91,55696,7,4,2008.0,,1,7187,25716
48796,18,3,99408,7,7,1998.0,1.0,1,7803,1860
98350,34,96,23526,5,5,2002.0,,0,8127,3540
5675,18,43,3888,3,9,1994.0,1.0,0,5183,10596
13079,78,11,73189,9,5,2011.0,0.0,1,4724,10167
80282,22,37,43212,3,2,2014.0,,1,9027,9285
27842,72,59,65385,4,9,2001.0,1.0,0,5026,4926
94351,99,62,23882,7,1,2018.0,0.0,1,7032,27789
12903,19,65,61673,6,2,2005.0,0.0,1,1905,3546
85474,25,37,24896,6,7,2018.0,0.0,1,204,22890
48033,41,1,85611,4,6,1994.0,0.0,1,7386,15885
13344,21,100,25541,3,1,1991.0,,1,9044,6393
86663,61,79,33136,3,2,2002.0,0.0,0,7018,28107
22387,3,24,13851,7,6,1998.0,0.0,0,6028,20283
44247,62,55,20423,1,2,1992.0,,0,5885,17571
35226,80,94,98380,4,2,2012.0,1.0,0,5959,13080
70293,99,80,73160,3,1,2011.0,,0,395,13173
94396,45,10,8839,9,4,1994.0,,0,185,10170
69665,77,3,43581,4,6,2009.0,1.0,0,4784,6945
14948,45,92,49373,7,4,1991.0,,1,7167,4482
82610,82,36,18646,4,7,2001.0,,1,5594,17739
89173,61,22,47398,6,5,2009.0,,1,512,7650
48805,64,81,38392,1,8,1992.0,,1,1803,14757
